UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Digital,OverDrive,EBOOK,2017,10,7,Notes of a Native Son,,James Baldwin,"African American Nonfiction, Literary Criticism, Nonfiction, Sociology","Random House, Inc.",2014
Digital,OverDrive,AUDIOBOOK,2017,10,2,Fifty Famous Stories Retold (Unabridged),,James Baldwin,"Fiction, Historical Fiction, Short Stories",CoolBeat Audiobooks,2013
Physical,Horizon,BOOK,2017,10,3,Going to meet the man / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Race relations Fiction","Vintage Books,","1995, c1965."
Digital,OverDrive,AUDIOBOOK,2017,10,3,Going to Meet the Man (Unabridged),,James Baldwin,"Fiction, Short Stories","Blackstone Audio, Inc.",2011
Physical,Horizon,BOOK,2017,10,13,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Vintage International,",2013.
Digital,OverDrive,EBOOK,2017,10,5,If Beale Street Could Talk,,James Baldwin,"Young Adult Fiction, Young Adult Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2017,10,1,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Delta Trade Paperbacks,",2000.
Physical,Horizon,BOOK,2017,10,2,Jimmy's blues and other poems / James Baldwin ; with an introduction by Nikky Finney.,,"Baldwin, James, 1924-1987",,"Beacon Press,",[2014]
Digital,OverDrive,EBOOK,2017,10,1,Native Sons: A Friendship That Created One of the Greatest Works of the 20th Century: Notes of a Native Son,,James Baldwin,"Biography & Autobiography, Nonfiction","Random House, Inc.",2012
Physical,Horizon,BOOK,2017,10,7,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations, Baldwin James 1924 1987","Beacon Press,","[2012], c1955."
Physical,Horizon,BOOK,2017,10,1,"Blues for Mister Charlie, a play.",,"Baldwin, James, 1924-1987",Racism United States Drama,"Dial Press,",1964.
Physical,Horizon,BOOK,2017,10,1,The Devil Finds Work : An Essay / James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987 Knowledge Performing arts, Motion picture plays American History and criticism, African Americans in motion pictures","The Dial Press,",1976.
Digital,OverDrive,EBOOK,2017,10,2,Going to Meet the Man: Stories,,James Baldwin,"Fiction, Short Stories","Random House, Inc.",2013
Physical,Horizon,BOOK,2017,10,3,Early novels and stories : Go tell it on the mountain ; Giovanni's room ; Another country ; Going to meet the man / James Baldwin ; [Toni Morrison selected the contents for this volume].,,"Baldwin, James, 1924-1987","African American authors, American fiction African American authors, African Americans Social conditions Fiction, Short stories","Library of America,",1998.
Digital,OverDrive,EBOOK,2017,10,3,Another Country,,James Baldwin,"Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2017,10,2,No name in the street / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Social conditions 1964 1975, United States Race relations History 20th century, Baldwin James 1924 1987","Vintage Books,",c2000.
Physical,Horizon,BOOK,2017,10,1,Notes of a native son.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations",Beacon Press,[1955]
Physical,Horizon,SOUNDDISC,2017,10,2,Giovanni's room [sound recording] / by James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Fiction, Sexual orientation Fiction, Paris France Fiction, Bisexuals Fiction, Psychological fiction, Audiobooks, Psychological fiction","AudioGO,",p2013.
Physical,Horizon,BOOK,2017,10,6,"Collected essays / James Baldwin ; Toni Morrison, editor.",,"Baldwin, James, 1924-1987","American literature African American authors, African American authors, Baldwin James 1924 1987, Baldwin James 1924 1987 Knowledge Performing arts, Motion picture plays History and criticism, African Americans in motion pictures, Black Muslims, African Americans Civil rights, African Americans Social conditions To 1964, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Library of America,",1998.
Physical,Horizon,BOOK,2017,10,2,Nobody knows my name : more notes of a native son / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations","Vintage Books,",1993.
Physical,Horizon,BOOK,2017,10,13,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction, Harlem New York N Y Drama","Vintage International,","2013, ©1981."
Digital,OverDrive,AUDIOBOOK,2017,10,5,Giovanni's Room (Unabridged),,James Baldwin,"Classic Literature, Fiction","Blackstone Audio, Inc.",2013
Physical,Horizon,BOOK,2017,10,4,Blues for Mister Charlie : a play / by James Baldwin.,,"Baldwin, James, 1924-1987",Racism United States Drama,"Vintage International,",1995.
Physical,Horizon,BOOK,2017,10,4,Just above my head / James Baldwin.,,"Baldwin, James, 1924-1987","Gay men Fiction, African American families Fiction, Gospel musicians Fiction, Harlem New York N Y Fiction","Delta Trade Paperbacks,","2000, c1979."
Physical,Horizon,SOUNDDISC,2017,10,4,Notes of a native son [sound recording] / by James Baldwin.,,"Baldwin, James, 1924-1987,","African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations, Baldwin James 1924 1987, Audiobooks","Blackstone Audio, Inc.,",[2015]
Digital,OverDrive,EBOOK,2017,10,9,Go Tell It on the Mountain,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2017,10,23,The fire next time / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Physical,Horizon,BOOK,2017,11,8,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations","Beacon Press,",[2012]
Physical,Horizon,BOOK,2017,11,1,Notes of a native son.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations","Beacon Press,",[1955]
Physical,Horizon,BOOK,2017,11,2,No name in the street / James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Vintage Books,",[2000]
Physical,Horizon,SOUNDDISC,2017,11,2,Giovanni's room / by James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Fiction, Sexual orientation Fiction, Bisexuals Fiction, Paris France Fiction, Psychological fiction, Audiobooks","AudioGO,",[2013]
Physical,Horizon,BOOK,2017,11,6,Another country / James Baldwin.,,"Baldwin, James, 1924-1987","Racism United States Fiction, Suicide Fiction, African Americans Social conditions Fiction, New York N Y Fiction","Vintage Books,",1993.
Digital,OverDrive,EBOOK,2017,11,3,Tell Me How Long the Train's Been Gone,,James Baldwin,"Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2017,11,5,Blues for Mister Charlie : a play / by James Baldwin.,,"Baldwin, James, 1924-1987",Racism United States Drama,"Vintage International,",1995.
Digital,OverDrive,AUDIOBOOK,2017,11,5,Giovanni's Room (Unabridged),,James Baldwin,"Classic Literature, Fiction","Blackstone Audio, Inc.",2013
Physical,Horizon,BOOK,2017,11,1,"Little man, little man : a story of childhood / by James Baldwin ; illustrated by Yoran Cazac.",,"Baldwin, James, 1924-1987","African Americans Juvenile fiction, Harlem New York N Y Juvenile fiction","Dial Press,",[1976]
Digital,OverDrive,AUDIOBOOK,2017,11,1,Going to Meet the Man (Unabridged),,James Baldwin,"Fiction, Short Stories","Blackstone Audio, Inc.",2011
Physical,Horizon,BOOK,2017,11,1,One day when I was lost : a scenario based on Alex Haley's The autobiography of Malcolm X / James Baldwin.,,"Baldwin, James, 1924-1987",X Malcolm 1925 1965 Drama,"Vintage International,",2007.
Physical,Horizon,BOOK,2017,11,7,If Beale Street could talk : a novel / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,",2006.
Digital,OverDrive,EBOOK,2017,11,1,James Baldwin: The Last Interview and Other Conversations,,James Baldwin,"Biography & Autobiography, Literary Criticism, Nonfiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2017,11,7,Go Tell It On the Mountain (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2017,11,2,Fifty Famous Stories Retold (Unabridged),,James Baldwin,"Fiction, Historical Fiction, Short Stories",CoolBeat Audiobooks,2013
Physical,Horizon,BOOK,2017,11,2,The Devil Finds Work : An Essay / James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987 Knowledge Performances, Motion picture plays American History and criticism, African Americans in motion pictures","The Dial Press,",1976.
Digital,OverDrive,EBOOK,2017,11,7,Notes of a Native Son,,James Baldwin,"African American Nonfiction, Literary Criticism, Nonfiction, Sociology","Random House, Inc.",2014
Digital,OverDrive,AUDIOBOOK,2017,11,4,Another Country (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2010
Digital,OverDrive,EBOOK,2017,11,18,The Fire Next Time,,James Baldwin,"African American Nonfiction, Nonfiction, Sociology","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2017,11,5,Another Country,,James Baldwin,"Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2017,11,4,Giovanni's Room,,James Baldwin,"Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2017,11,4,I am not your negro : a major motion picture directed by Raoul Peck / from texts by James Baldwin ; compiled and edited by Raoul Peck.,,"Baldwin, James, 1924-1987,","United States Race relations, Civil rights movements United States History 20th century, Racism United States, African Americans Civil rights History 20th century","Vintage Books,",2017.
Physical,Horizon,BOOK,2017,11,7,Early novels and stories : Go tell it on the mountain ; Giovanni's room ; Another country ; Going to meet the man / James Baldwin ; [Toni Morrison selected the contents for this volume].,,"Baldwin, James, 1924-1987","African American authors, American fiction African American authors, African Americans Social conditions Fiction, Short stories","Library of America,",1998.
Digital,OverDrive,EBOOK,2017,11,2,Nobody Knows My Name,,James Baldwin,"Fiction, Literature","Random House, Inc.",2017
Digital,OverDrive,AUDIOBOOK,2017,11,4,Nobody Knows My Name: More Notes of a Native Son (unabridged) (Unabridged),,James Baldwin,"Biography & Autobiography, Essays, Nonfiction, Sociology","Blackstone Audio, Inc.",2017
Physical,Horizon,BOOK,2017,11,8,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Vintage International,",2013.
Physical,Horizon,BOOK,2017,11,1,The cross of redemption : uncollected writings / James Baldwin ; edited and with an introduction by Randall Kenan.,,"Baldwin, James, 1924-1987",,"Pantheon Books,",2010.
Physical,Horizon,BOOK,2017,11,1,The amen corner / James Baldwin.,,"Baldwin, James, 1924-1987",,"Dell,",1990.
Physical,Horizon,SOUNDDISC,2017,11,3,Notes of a native son / by James Baldwin.,,"Baldwin, James, 1924-1987,","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations, Audiobooks","Blackstone Audio, Inc.,",[2015]
Physical,Horizon,BOOK,2017,11,2,Just above my head / James Baldwin.,,"Baldwin, James, 1924-1987","Gay men Fiction, African American families Fiction, Gospel musicians Fiction, Harlem New York N Y Fiction","Delta Trade Paperbacks,",2000.
Physical,Horizon,BOOK,2017,11,13,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction, Harlem New York N Y Drama","Vintage International,",2013.
Physical,Horizon,BOOK,2017,11,1,Nobody knows my name : more notes of a native son / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations","Vintage Books,",1993.
Digital,OverDrive,EBOOK,2017,11,1,If Beale Street Could Talk,,James Baldwin,"Young Adult Fiction, Young Adult Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2017,11,19,The fire next time / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Physical,Horizon,BOOK,2017,11,7,James Baldwin : the last interview and other conversations / James Baldwin.,,"Baldwin, James, 1924-1987,","Baldwin James 1924 1987 Interviews, Authors American 20th century Interviews, African American authors Biography","Melville House,",[2014]
Digital,OverDrive,AUDIOBOOK,2017,11,14,The Fire Next Time (Unabridged),,James Baldwin,"African American Nonfiction, Nonfiction, Sociology","Blackstone Audio, Inc.",2008
Digital,OverDrive,AUDIOBOOK,2017,11,8,Notes of a Native Son (Unabridged),,James Baldwin,"Literary Criticism, Nonfiction, Sociology","Blackstone Audio, Inc.",2015
Physical,Horizon,BOOK,2017,11,5,"Collected essays / James Baldwin ; Toni Morrison, editor.",,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, Baldwin James 1924 1987 Knowledge Performances, American literature African American authors, African American authors, Motion picture plays History and criticism, African Americans in motion pictures, Black Muslims, African Americans Civil rights, African Americans Social conditions To 1964, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Library of America,",1998.
Digital,OverDrive,EBOOK,2017,11,7,Go Tell It on the Mountain,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2017,11,1,Jimmy's blues and other poems / James Baldwin ; with an introduction by Nikky Finney.,,"Baldwin, James, 1924-1987",,"Beacon Press,",[2014]
Physical,Horizon,BOOK,2017,11,3,Tell me how long the train's been gone / a novel by James Baldwin.,,"Baldwin, James, 1924-1987","African American actors Fiction, Heart Diseases Patients Fiction, Successful people Fiction, Harlem New York N Y Fiction, Psychological fiction","Vintage International,",1998.
Physical,Horizon,BOOK,2017,12,1,Going to meet the man / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Race relations Fiction","Vintage Books,",1995.
Digital,OverDrive,AUDIOBOOK,2017,12,4,Tell Me How Long the Train's Been Gone: A Novel (unabridged) (Unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2017
