UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Physical,Horizon,BOOK,2021,12,2,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Vintage International,",2013.
Digital,OverDrive,AUDIOBOOK,2021,12,2,The Devil Finds Work: An Essay (unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2017
Digital,OverDrive,EBOOK,2021,12,1,Jimmy's Blues and Other Poems,,James Baldwin,"Fiction, Poetry","Random House, Inc.",2020
Digital,OverDrive,AUDIOBOOK,2021,12,8,Notes of a Native Son (unabridged),,James Baldwin,"Literary Criticism, Sociology, Nonfiction","Blackstone Audio, Inc.",2015
Physical,Horizon,BOOK,2021,12,10,The fire next time / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Physical,Horizon,BOOK,2021,12,3,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations","Beacon Press,",[2012]
Physical,Horizon,BOOK,2021,12,1,I am not your negro : a major motion picture directed by Raoul Peck / from texts by James Baldwin ; compiled and edited by Raoul Peck.,,"Baldwin, James, 1924-1987,","United States Race relations, Civil rights movements United States History 20th century, Racism United States, African Americans Civil rights History 20th century","Vintage Books,",2017.
Physical,Horizon,BOOK,2021,12,2,"Nothing personal / James Baldwin ; [foreword: Imani Perry ; afterword: Eddie S. Glaude, Jr.].",,"Baldwin, James, 1924-1987,","United States Race relations, Baldwin James 1924 1987 Political and social views, United States Civilization 20th century","Beacon Press,",[2021]
Physical,Horizon,BOOK,2022,1,5,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations","Beacon Press,",[2012]
Digital,OverDrive,AUDIOBOOK,2022,1,2,Fifty Famous Stories Retold (unabridged),,James Baldwin,"Fiction, Short Stories, Historical Fiction",Findaway,2020
Digital,OverDrive,AUDIOBOOK,2022,1,12,If Beale Street Could Talk: A Novel (unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2018
Digital,OverDrive,EBOOK,2022,1,10,Notes of a Native Son,,James Baldwin,"Literary Criticism, Sociology, African American Nonfiction, Nonfiction","Random House, Inc.",2014
Digital,OverDrive,AUDIOBOOK,2022,1,18,Giovanni's Room (unabridged),,James Baldwin,"Classic Literature, Fiction","Blackstone Audio, Inc.",2013
Digital,OverDrive,EBOOK,2022,1,1,Going to Meet the Man: Stories,,James Baldwin,"Fiction, African American Fiction, Literature, Short Stories","Random House, Inc.",2013
Physical,Horizon,BOOK,2022,1,2,James Baldwin : the last interview and other conversations / James Baldwin.,,"Baldwin, James, 1924-1987,","Baldwin James 1924 1987 Interviews, Authors American 20th century Interviews, African American authors Biography","Melville House,",[2014]
Physical,Horizon,BOOK,2022,1,6,If Beale Street could talk : a novel / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,",2006.
Digital,OverDrive,EBOOK,2022,1,2,Tell Me How Long the Train's Been Gone,,James Baldwin,"Fiction, African American Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2022,1,2,Another country / James Baldwin.,,"Baldwin, James, 1924-1987","Racism United States Fiction, Suicide Fiction, African Americans Social conditions Fiction, New York N Y Fiction","Vintage Books,",1993.
Physical,Horizon,BOOK,2022,1,1,The evidence of things not seen / James Baldwin ; foreword by Derrick Bell with Janet Dewart Bell.,,"Baldwin, James, 1924-1987","Williams Wayne Bertram, Serial murders Georgia Atlanta Case studies, Racism Georgia Atlanta, Atlanta Ga Race relations","H. Holt,",1995.
Physical,Horizon,BOOK,2022,1,2,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Vintage International,",2013.
Digital,OverDrive,AUDIOBOOK,2022,1,7,Another Country (unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2022,1,1,Fifty Famous Stories Retold (unabridged),,James Baldwin,"Fiction, Short Stories, Historical Fiction",CoolBeat Audiobooks,2013
Digital,OverDrive,AUDIOBOOK,2022,1,6,The Devil Finds Work: An Essay (unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2017
Physical,Horizon,SOUNDDISC,2022,1,1,Go tell it on the mountain / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Religion Fiction, African American men Fiction, African American families Fiction, Racism United States Fiction, Harlem New York N Y Fiction, Bildungsromans, Audiobooks","AudioGO,",℗2013.
Digital,OverDrive,EBOOK,2022,1,24,The Fire Next Time,,James Baldwin,"Biography & Autobiography, Politics, Sociology, Nonfiction","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2022,1,3,No Name in the Street (unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2020
Physical,Horizon,BOOK,2022,1,1,"Little man, little man : a story of childhood / James Baldwin with illustrations by Yoran Cazac ; edited by Nicholas Boggs and Jennifer DeVere Brody ; foreword by Tejan Karefa-Smart ; afterword by Aisha Karefa-Smart.",,"Baldwin, James, 1924-1987,","City and town life New York State New York Juvenile fiction, African American boys Juvenile fiction, African American children Juvenile fiction, Friendship Juvenile fiction, Neighborhoods Juvenile fiction, Coming of age Fiction, Harlem New York N Y Juvenile fiction","Duke University Press,",2018.
Digital,OverDrive,EBOOK,2022,1,1,James Baldwin: The Last Interview and Other Conversations,,James Baldwin,"Biography & Autobiography, Literary Criticism, Nonfiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2022,1,3,Going to Meet the Man (unabridged),,James Baldwin,"Fiction, Short Stories","Blackstone Audio, Inc.",2011
Physical,Horizon,SOUNDDISC,2022,1,1,Giovanni's room / by James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Fiction, Sexual orientation Fiction, Bisexuals Fiction, Paris France Fiction, Psychological fiction, Audiobooks","AudioGO,",[2013]
Digital,OverDrive,AUDIOBOOK,2022,1,3,The Price of the Ticket: Collected Nonfiction: 1948–1985 (unabridged),,James Baldwin,"History, Literary Criticism, Sociology, Nonfiction",Books on Tape,2021
Physical,Horizon,BOOK,2022,1,1,Early novels and stories : Go tell it on the mountain ; Giovanni's room ; Another country ; Going to meet the man / James Baldwin ; [Toni Morrison selected the contents for this volume].,,"Baldwin, James, 1924-1987","African American authors, American fiction African American authors, African Americans Social conditions Fiction, Short stories","Library of America,",1998.
Digital,OverDrive,EBOOK,2022,1,10,Go Tell It on the Mountain,,James Baldwin,"Fiction, African American Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2022,1,4,"Nothing personal / James Baldwin ; [foreword: Imani Perry ; afterword: Eddie S. Glaude, Jr.].",,"Baldwin, James, 1924-1987,","United States Race relations, Baldwin James 1924 1987 Political and social views, United States Civilization 20th century","Beacon Press,",[2021]
Physical,Horizon,BOOK,2022,1,1,I am not your negro : a major motion picture directed by Raoul Peck / from texts by James Baldwin ; compiled and edited by Raoul Peck.,,"Baldwin, James, 1924-1987,","United States Race relations, Civil rights movements United States History 20th century, Racism United States, African Americans Civil rights History 20th century","Vintage Books,",2017.
Digital,OverDrive,EBOOK,2022,1,5,Giovanni's Room,,James Baldwin,"Fiction, African American Fiction, Literature, LGBTQIA+ (Fiction)","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2022,1,3,If Beale Street Could Talk,,James Baldwin,"Fiction, African American Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2022,1,16,Go Tell It On the Mountain (unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2022,1,3,Notes of a Native Son (unabridged),,James Baldwin,"Literary Criticism, Sociology, Nonfiction","Blackstone Audio, Inc.",2015
Digital,OverDrive,AUDIOBOOK,2022,1,5,Nobody Knows My Name: More Notes of a Native Son (unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2017
Physical,Horizon,BOOK,2022,1,6,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction, Harlem New York N Y Drama","Vintage International,",2013.
Digital,OverDrive,EBOOK,2022,1,4,Another Country,,James Baldwin,"Fiction, African American Fiction, Literature, LGBTQIA+ (Fiction)","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2022,1,4,Just above My Head (unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2022,1,5,Nothing Personal (unabridged),,James Baldwin,"Essays, Literary Criticism, Sociology, Nonfiction",Books on Tape,2021
Physical,Horizon,BOOK,2022,1,3,"Collected essays / James Baldwin ; Toni Morrison, editor.",,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, Baldwin James 1924 1987 Knowledge Performances, American literature African American authors, African American authors, Motion picture plays History and criticism, African Americans in motion pictures, Black Muslims, African Americans Civil rights, African Americans Social conditions To 1964, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Library of America,",1998.
Digital,OverDrive,AUDIOBOOK,2022,1,31,The Fire Next Time (unabridged),,James Baldwin,"Sociology, African American Nonfiction, Nonfiction","Blackstone Audio, Inc.",2008
Physical,Horizon,BOOK,2022,1,1,Tell me how long the train's been gone / a novel by James Baldwin.,,"Baldwin, James, 1924-1987","African American actors Fiction, Heart Diseases Patients Fiction, Successful people Fiction, Harlem New York N Y Fiction, Psychological fiction","Vintage International,",1998.
Digital,OverDrive,EBOOK,2022,1,3,Nobody Knows My Name,,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2017
Physical,Horizon,BOOK,2022,1,12,The fire next time / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Digital,OverDrive,EBOOK,2022,1,3,Nothing Personal,,James Baldwin,"Essays, Literary Criticism, Sociology, Nonfiction","Random House, Inc.",2021
Digital,OverDrive,AUDIOBOOK,2022,1,1,Tell Me How Long the Train's Been Gone: A Novel (unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2017
Physical,Horizon,BOOK,2022,1,1,"Treasure from earthen vessels : the history of Webster Church, 1834-1984 / James Baldwin Parker, John Pugh Gardner.",,"Parker, James Baldwin","Webster United Church of Christ Webster Mich History, Dexter Mich Church history","J.B. Parker,",1984.
Digital,OverDrive,EBOOK,2022,1,1,No Name in the Street,,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2020
Physical,Horizon,BOOK,2022,1,1,Nobody knows my name : more notes of a native son / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations","Vintage Books,",1993.
Digital,OverDrive,AUDIOBOOK,2022,2,3,Just above My Head (unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2022,2,10,Notes of a Native Son (unabridged),,James Baldwin,"Literary Criticism, Sociology, Nonfiction","Blackstone Audio, Inc.",2015
Physical,Horizon,BOOK,2022,2,1,Just above my head / James Baldwin.,,"Baldwin, James, 1924-1987","Gay men Fiction, African American families Fiction, Gospel musicians Fiction, Harlem New York N Y Fiction","Delta Trade Paperbacks,",2000.
Digital,OverDrive,AUDIOBOOK,2022,2,6,The Devil Finds Work: An Essay (unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2017
Digital,OverDrive,EBOOK,2022,2,2,Going to Meet the Man: Stories,,James Baldwin,"Fiction, African American Fiction, Literature, Short Stories","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2022,2,5,Another Country,,James Baldwin,"Fiction, African American Fiction, Literature, LGBTQIA+ (Fiction)","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2022,2,16,Giovanni's Room (unabridged),,James Baldwin,"Classic Literature, Fiction","Blackstone Audio, Inc.",2013
Physical,Horizon,BOOK,2022,2,1,Nobody knows my name : more notes of a native son / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations","Vintage Books,",1993.
Digital,OverDrive,AUDIOBOOK,2022,2,2,Going to Meet the Man (unabridged),,James Baldwin,"Fiction, Short Stories","Blackstone Audio, Inc.",2011
Physical,Horizon,BOOK,2022,2,1,Going to meet the man / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Race relations Fiction","Vintage Books,",1995.
Physical,Horizon,BOOK,2022,2,1,"Collected essays / James Baldwin ; Toni Morrison, editor.",,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, Baldwin James 1924 1987 Knowledge Performances, American literature African American authors, African American authors, Motion picture plays History and criticism, African Americans in motion pictures, Black Muslims, African Americans Civil rights, African Americans Social conditions To 1964, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Library of America,",1998.
Digital,OverDrive,EBOOK,2022,2,2,Nobody Knows My Name,,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2017
Digital,OverDrive,EBOOK,2022,2,3,No Name in the Street,,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2020
Physical,Horizon,BOOK,2022,2,2,No name in the street / James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Vintage Books,",[2000]
Physical,Horizon,BOOK,2022,2,1,The evidence of things not seen / James Baldwin ; foreword by Derrick Bell with Janet Dewart Bell.,,"Baldwin, James, 1924-1987","Williams Wayne Bertram, Serial murders Georgia Atlanta Case studies, Racism Georgia Atlanta, Atlanta Ga Race relations","H. Holt,",1995.
Digital,OverDrive,EBOOK,2022,2,22,The Fire Next Time,,James Baldwin,"Biography & Autobiography, Politics, Sociology, Nonfiction","Random House, Inc.",2013
Physical,Horizon,BOOK,2022,2,8,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations","Beacon Press,",[2012]
Physical,Horizon,BOOK,2022,2,4,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Vintage International,",2013.
Digital,OverDrive,AUDIOBOOK,2022,2,27,If Beale Street Could Talk: A Novel (unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2018
Digital,OverDrive,AUDIOBOOK,2022,2,12,Go Tell It On the Mountain (unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2022,2,1,Tell Me How Long the Train's Been Gone: A Novel (unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2017
Digital,OverDrive,EBOOK,2022,2,3,If Beale Street Could Talk,,James Baldwin,"Fiction, African American Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2022,2,2,No Name in the Street (unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2020
Physical,Horizon,BOOK,2022,2,1,I am not your negro : a major motion picture directed by Raoul Peck / from texts by James Baldwin ; compiled and edited by Raoul Peck.,,"Baldwin, James, 1924-1987,","United States Race relations, Civil rights movements United States History 20th century, Racism United States, African Americans Civil rights History 20th century","Vintage Books,",2017.
Physical,Horizon,BOOK,2022,2,16,The fire next time / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Physical,Horizon,SOUNDDISC,2022,2,2,Go tell it on the mountain / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Religion Fiction, African American men Fiction, African American families Fiction, Racism United States Fiction, Harlem New York N Y Fiction, Bildungsromans, Audiobooks","AudioGO,",℗2013.
Digital,OverDrive,AUDIOBOOK,2022,2,45,The Fire Next Time (unabridged),,James Baldwin,"Sociology, African American Nonfiction, Nonfiction","Blackstone Audio, Inc.",2008
Digital,OverDrive,EBOOK,2022,2,6,Go Tell It on the Mountain,,James Baldwin,"Fiction, African American Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2022,2,26,Notes of a Native Son,,James Baldwin,"Literary Criticism, Sociology, African American Nonfiction, Nonfiction","Random House, Inc.",2014
Physical,Horizon,BOOK,2022,2,3,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction, Harlem New York N Y Drama","Vintage International,",2013.
Digital,OverDrive,AUDIOBOOK,2022,2,6,Nobody Knows My Name: More Notes of a Native Son (unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2017
Physical,Horizon,BOOK,2022,2,2,"Little man, little man : a story of childhood / James Baldwin with illustrations by Yoran Cazac ; edited by Nicholas Boggs and Jennifer DeVere Brody ; foreword by Tejan Karefa-Smart ; afterword by Aisha Karefa-Smart.",,"Baldwin, James, 1924-1987,","City and town life New York State New York Juvenile fiction, African American boys Juvenile fiction, African American children Juvenile fiction, Friendship Juvenile fiction, Neighborhoods Juvenile fiction, Coming of age Fiction, Harlem New York N Y Juvenile fiction","Duke University Press,",2018.
Physical,Horizon,BOOK,2022,2,2,If Beale Street could talk : a novel / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,",2006.
Physical,Horizon,BOOK,2022,2,1,Early novels and stories : Go tell it on the mountain ; Giovanni's room ; Another country ; Going to meet the man / James Baldwin ; [Toni Morrison selected the contents for this volume].,,"Baldwin, James, 1924-1987","African American authors, American fiction African American authors, African Americans Social conditions Fiction, Short stories","Library of America,",1998.
Digital,OverDrive,AUDIOBOOK,2022,2,5,Nothing Personal (unabridged),,James Baldwin,"Essays, Literary Criticism, Sociology, Nonfiction",Books on Tape,2021
Digital,OverDrive,AUDIOBOOK,2022,2,2,Fifty Famous Stories Retold (unabridged),,James Baldwin,"Fiction, Short Stories, Historical Fiction",Findaway,2020
Physical,Horizon,BOOK,2022,2,2,Another country / James Baldwin.,,"Baldwin, James, 1924-1987","Racism United States Fiction, Suicide Fiction, African Americans Social conditions Fiction, New York N Y Fiction","Vintage Books,",1993.
Physical,Horizon,BOOK,2022,2,2,"Nothing personal / James Baldwin ; [foreword: Imani Perry ; afterword: Eddie S. Glaude, Jr.].",,"Baldwin, James, 1924-1987,","United States Race relations, Baldwin James 1924 1987 Political and social views, United States Civilization 20th century","Beacon Press,",[2021]
Digital,OverDrive,AUDIOBOOK,2022,2,2,The Price of the Ticket: Collected Nonfiction: 1948–1985 (unabridged),,James Baldwin,"History, Literary Criticism, Sociology, Nonfiction",Books on Tape,2021
Digital,OverDrive,EBOOK,2022,2,9,Giovanni's Room,,James Baldwin,"Fiction, African American Fiction, Literature, LGBTQIA+ (Fiction)","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2022,2,3,The Price of the Ticket: Collected Nonfiction: 1948–1985,,James Baldwin,"History, Literary Criticism, Sociology, Nonfiction","Random House, Inc.",2021
Digital,OverDrive,AUDIOBOOK,2022,2,5,Another Country (unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2010
Physical,Horizon,SOUNDDISC,2022,2,1,Another country / by James Baldwin.,,"Baldwin, James, 1924-1987","Racism Fiction, African Americans Fiction, Suicide victims Fiction, New York N Y Fiction, Thrillers Fiction, Psychological fiction, Audiobooks","BBC Audiobooks America,",℗2009.
Digital,OverDrive,AUDIOBOOK,2022,2,1,Fifty Famous Stories Retold (unabridged),,James Baldwin,"Fiction, Short Stories, Historical Fiction",CoolBeat Audiobooks,2013
Digital,OverDrive,EBOOK,2022,2,3,James Baldwin: The Last Interview and Other Conversations,,James Baldwin,"Biography & Autobiography, Literary Criticism, Nonfiction","Random House, Inc.",2016
Digital,OverDrive,EBOOK,2022,2,3,Nothing Personal,,James Baldwin,"Essays, Literary Criticism, Sociology, Nonfiction","Random House, Inc.",2021
Physical,Horizon,SOUNDDISC,2022,2,1,The fire next time / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations, Black Muslims, Audiobooks","BBC Audiobooks America,",℗2008.
Physical,Horizon,BOOK,2022,3,1,Notes of a native son.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations","Beacon Press,",[1955]
Digital,OverDrive,EBOOK,2022,3,3,Another Country,,James Baldwin,"Fiction, African American Fiction, Literature, LGBTQIA+ (Fiction)","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2022,3,12,Notes of a Native Son,,James Baldwin,"Literary Criticism, Sociology, African American Nonfiction, Nonfiction","Random House, Inc.",2014
Digital,OverDrive,EBOOK,2022,3,4,If Beale Street Could Talk,,James Baldwin,"Fiction, African American Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2022,3,3,The Price of the Ticket: Collected Nonfiction: 1948–1985,,James Baldwin,"History, Literary Criticism, Sociology, Nonfiction","Random House, Inc.",2021
Digital,OverDrive,EBOOK,2022,3,2,Going to Meet the Man: Stories,,James Baldwin,"Fiction, African American Fiction, Literature, Short Stories","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2022,3,1,Nobody Knows My Name,,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2017
Digital,OverDrive,EBOOK,2022,3,5,Go Tell It on the Mountain,,James Baldwin,"Fiction, African American Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2022,3,2,Another country / James Baldwin.,,"Baldwin, James, 1924-1987","Racism United States Fiction, Suicide Fiction, African Americans Social conditions Fiction, New York N Y Fiction","Vintage Books,",1993.
Physical,Horizon,BOOK,2022,3,1,The evidence of things not seen / James Baldwin ; foreword by Derrick Bell with Janet Dewart Bell.,,"Baldwin, James, 1924-1987","Williams Wayne Bertram, Serial murders Georgia Atlanta Case studies, Racism Georgia Atlanta, Atlanta Ga Race relations","H. Holt,",1995.
Physical,Horizon,BOOK,2022,3,2,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations","Beacon Press,",[2012]
Digital,OverDrive,AUDIOBOOK,2022,3,5,Nobody Knows My Name: More Notes of a Native Son (unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2017
Physical,Horizon,BOOK,2022,3,1,No name in the street / James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Vintage Books,",[2000]
Digital,OverDrive,AUDIOBOOK,2022,3,13,Go Tell It On the Mountain (unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2022,3,4,Fifty Famous Stories Retold (unabridged),,James Baldwin,"Fiction, Short Stories, Historical Fiction",Findaway,2020
Digital,OverDrive,AUDIOBOOK,2022,3,6,Notes of a Native Son (unabridged),,James Baldwin,"Literary Criticism, Sociology, Nonfiction","Blackstone Audio, Inc.",2015
Digital,OverDrive,AUDIOBOOK,2022,3,7,Nothing Personal (unabridged),,James Baldwin,"Essays, Literary Criticism, Sociology, Nonfiction",Books on Tape,2021
Physical,Horizon,BOOK,2022,3,4,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Vintage International,",2013.
Physical,Horizon,BOOK,2022,3,2,Just above my head / James Baldwin.,,"Baldwin, James, 1924-1987","Gay men Fiction, African American families Fiction, Gospel musicians Fiction, Harlem New York N Y Fiction","Delta Trade Paperbacks,",2000.
Digital,OverDrive,EBOOK,2022,3,2,Nothing Personal,,James Baldwin,"Essays, Literary Criticism, Sociology, Nonfiction","Random House, Inc.",2021
Digital,OverDrive,AUDIOBOOK,2022,3,1,The Devil Finds Work: An Essay (unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2017
Digital,OverDrive,EBOOK,2022,3,2,Jimmy's Blues and Other Poems,,James Baldwin,"Fiction, Poetry","Random House, Inc.",2020
Digital,OverDrive,EBOOK,2022,3,2,Tell Me How Long the Train's Been Gone,,James Baldwin,"Fiction, African American Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2022,3,2,"Little man, little man : a story of childhood / James Baldwin with illustrations by Yoran Cazac ; edited by Nicholas Boggs and Jennifer DeVere Brody ; foreword by Tejan Karefa-Smart ; afterword by Aisha Karefa-Smart.",,"Baldwin, James, 1924-1987,","City and town life New York State New York Juvenile fiction, African American boys Juvenile fiction, African American children Juvenile fiction, Friendship Juvenile fiction, Neighborhoods Juvenile fiction, Coming of age Fiction, Harlem New York N Y Juvenile fiction","Duke University Press,",2018.
Digital,OverDrive,EBOOK,2022,3,17,The Fire Next Time,,James Baldwin,"Biography & Autobiography, Politics, Sociology, Nonfiction","Random House, Inc.",2013
Physical,Horizon,BOOK,2022,3,4,If Beale Street could talk : a novel / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,",2006.
Digital,OverDrive,AUDIOBOOK,2022,3,24,The Fire Next Time (unabridged),,James Baldwin,"Sociology, African American Nonfiction, Nonfiction","Blackstone Audio, Inc.",2008
Digital,OverDrive,AUDIOBOOK,2022,3,1,No Name in the Street (unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2020
Digital,OverDrive,AUDIOBOOK,2022,3,5,Another Country (unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2010
Digital,OverDrive,EBOOK,2022,3,2,No Name in the Street,,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2020
Digital,OverDrive,EBOOK,2022,3,1,Native Sons: A Friendship That Created One of the Greatest Works of the 20th Century: Notes of a Native Son,,James Baldwin,"Biography & Autobiography, African American Nonfiction, Nonfiction","Random House, Inc.",2012
Physical,Horizon,BOOK,2022,3,4,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction, Harlem New York N Y Drama","Vintage International,",2013.
Digital,OverDrive,EBOOK,2022,3,12,Giovanni's Room,,James Baldwin,"Fiction, African American Fiction, Literature, LGBTQIA+ (Fiction)","Random House, Inc.",2013
Physical,Horizon,BOOK,2022,3,1,"Nothing personal / James Baldwin ; [foreword: Imani Perry ; afterword: Eddie S. Glaude, Jr.].",,"Baldwin, James, 1924-1987,","United States Race relations, Baldwin James 1924 1987 Political and social views, United States Civilization 20th century","Beacon Press,",[2021]
