quote,text,tweet_type,date
to be a negro,"RT @4ArtNapoleon: ""To be Negro in this country and relatively conscious is to be in a rage almost all the time"" James Baldwin #Ferguson htt…",retweet,2014-11-27 03:36:29+00:00
to be a negro,"RT @4ArtNapoleon: ""To be Negro in this country and relatively conscious is to be in a rage almost all the time"" James Baldwin #Ferguson htt…",retweet,2014-11-27 12:47:50+00:00
to be a negro,"RT @4ArtNapoleon: ""To be Negro in this country and relatively conscious is to be in a rage almost all the time"" James Baldwin #Ferguson htt…",retweet,2014-12-05 01:04:31+00:00
to be a negro,"RT @PaulaEdgar: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Blac…",retweet,2014-11-25 05:45:04+00:00
to be a negro,"RT @PaulaEdgar: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Blac…",retweet,2014-11-25 02:56:57+00:00
to be a negro,"RT @PaulaEdgar: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Blac…",retweet,2014-11-25 03:03:08+00:00
to be a negro,"RT @KennySWiley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" James Baldwin #Ferg…",retweet,2014-08-10 03:07:57+00:00
to be a negro,RT @dudefromtoledo: To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. •James Baldwin #fe…,retweet,2014-08-11 16:36:54+00:00
to be a negro,RT @dudefromtoledo: To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. •James Baldwin #fe…,retweet,2014-08-11 16:37:42+00:00
to be a negro,RT @dudefromtoledo: To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. •James Baldwin #fe…,retweet,2014-08-11 16:38:47+00:00
to be a negro,RT @dudefromtoledo: To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. •James Baldwin #fe…,retweet,2014-08-11 16:40:07+00:00
to be a negro,"RT @KennySWiley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" James Baldwin #Ferg…",retweet,2014-08-10 02:59:41+00:00
to be a negro,"RT @KennySWiley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" James Baldwin #Ferg…",retweet,2014-08-10 09:49:44+00:00
to be a negro,RT @dudefromtoledo: To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. •James Baldwin #fe…,retweet,2014-08-11 16:50:23+00:00
to be a negro,"RT @KennySWiley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" James Baldwin #Ferg…",retweet,2014-08-10 03:15:19+00:00
to be a negro,RT @dudefromtoledo: To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. •James Baldwin #fe…,retweet,2014-08-11 16:45:54+00:00
to be a negro,"RT @KennySWiley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" James Baldwin #Ferg…",retweet,2014-08-10 03:01:04+00:00
to be a negro,"RT @KennySWiley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" James Baldwin #Ferg…",retweet,2014-08-10 03:02:05+00:00
to be a negro,"RT @KennySWiley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" James Baldwin #Ferg…",retweet,2014-08-10 03:05:20+00:00
to be a negro,"RT @norarahimian: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-08-11 07:13:10+00:00
to be a negro,"RT @Shantigo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin  #black…",retweet,2014-11-25 02:37:12+00:00
to be a negro,"RT @DecodnLyfe: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferg…",retweet,2014-11-25 02:52:55+00:00
to be a negro,"RT @norarahimian: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-08-11 06:16:04+00:00
to be a negro,"RT @norarahimian: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-08-11 06:24:55+00:00
to be a negro,"RT @Shantigo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin  #black…",retweet,2014-11-25 02:41:01+00:00
to be a negro,"RT @Shantigo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin  #black…",retweet,2014-11-25 02:46:20+00:00
to be a negro,"RT @DecodnLyfe: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferg…",retweet,2014-11-25 02:56:46+00:00
to be a negro,"RT @norarahimian: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-08-11 06:13:32+00:00
to be a negro,"RT @norarahimian: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-08-11 06:13:56+00:00
to be a negro,"RT @norarahimian: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-08-11 06:15:30+00:00
to be a negro,"RT @norarahimian: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-08-11 06:23:27+00:00
to be a negro,"RT @DecodnLyfe: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferg…",retweet,2014-11-25 02:51:21+00:00
to be a negro,"RT @DecodnLyfe: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferg…",retweet,2014-11-25 02:54:06+00:00
to be a negro,"RT @DecodnLyfe: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferg…",retweet,2014-11-25 02:54:15+00:00
to be a negro,"RT @DecodnLyfe: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferg…",retweet,2014-11-25 02:56:03+00:00
to be a negro,"RT @DecodnLyfe: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferg…",retweet,2014-11-25 02:58:48+00:00
to be a negro,"RT @Shantigo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin  #black…",retweet,2014-11-25 02:59:23+00:00
to be a negro,"RT @DecodnLyfe: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferg…",retweet,2014-11-25 02:59:25+00:00
to be a negro,"RT @Shantigo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin  #black…",retweet,2014-11-25 02:37:04+00:00
to be a negro,"RT @jalinaspeaks: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Pr…",retweet,2014-11-25 02:34:29+00:00
to be a negro,"RT @jalinaspeaks: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Pr…",retweet,2014-11-25 02:33:34+00:00
to be a negro,"RT @jalinaspeaks: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Pr…",retweet,2014-11-25 02:36:37+00:00
to be a negro,"RT @jalinaspeaks: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Pr…",retweet,2014-11-25 02:40:01+00:00
to be a negro,"RT @jalinaspeaks: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Pr…",retweet,2014-11-25 02:40:15+00:00
to be a negro,"RT @jalinaspeaks: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Pr…",retweet,2014-11-25 02:41:34+00:00
to be a negro,"RT @jalinaspeaks: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Pr…",retweet,2014-11-26 22:18:54+00:00
to be a negro,"RT @JamiraBurley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-22 16:12:11+00:00
to be a negro,"RT @JamiraBurley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-21 23:21:32+00:00
to be a negro,"RT @JamiraBurley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-21 23:23:29+00:00
to be a negro,"RT @JamiraBurley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-21 23:24:10+00:00
to be a negro,"RT @JamiraBurley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-21 23:24:29+00:00
to be a negro,"RT @JamiraBurley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-21 23:25:12+00:00
to be a negro,"RT @JamiraBurley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-21 23:26:21+00:00
to be a negro,"RT @RBraceySherman: ""To be a Negro in this country &to be relatively conscious is to be in a rage almost all the time”-James Baldwin #Fergu…",retweet,2014-11-25 03:28:14+00:00
to be a negro,"RT @RBraceySherman: ""To be a Negro in this country &to be relatively conscious is to be in a rage almost all the time”-James Baldwin #Fergu…",retweet,2014-11-25 03:29:20+00:00
to be a negro,"RT @RBraceySherman: ""To be a Negro in this country &to be relatively conscious is to be in a rage almost all the time”-James Baldwin #Fergu…",retweet,2014-11-25 03:41:02+00:00
to be a negro,"RT @RBraceySherman: ""To be a Negro in this country &to be relatively conscious is to be in a rage almost all the time”-James Baldwin #Fergu…",retweet,2014-11-25 03:27:30+00:00
to be a negro,"RT @RBraceySherman: ""To be a Negro in this country &to be relatively conscious is to be in a rage almost all the time”-James Baldwin #Fergu…",retweet,2014-11-25 03:28:59+00:00
to be a negro,"RT @JamiraBurley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-21 23:26:04+00:00
to be a negro,"RT @RBraceySherman: ""To be a Negro in this country &to be relatively conscious is to be in a rage almost all the time”-James Baldwin #Fergu…",retweet,2014-11-25 03:27:00+00:00
to be a negro,"RT @RBraceySherman: ""To be a Negro in this country &to be relatively conscious is to be in a rage almost all the time”-James Baldwin #Fergu…",retweet,2014-11-25 03:33:19+00:00
to be a negro,"RT @RBraceySherman: ""To be a Negro in this country &to be relatively conscious is to be in a rage almost all the time”-James Baldwin #Fergu…",retweet,2014-11-25 03:57:04+00:00
to be a negro,"RT @JamiraBurley: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-22 00:08:34+00:00
to be a negro,"RT @BlackorchidT: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-28 02:20:14+00:00
to be a negro,"RT @BlackorchidT: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-28 04:39:13+00:00
to be a negro,"RT @BlackorchidT: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-28 02:31:19+00:00
to be a negro,"RT @BlackorchidT: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-28 02:37:25+00:00
to be a negro,"RT @BlackorchidT: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-28 02:39:45+00:00
to be a negro,"RT @BlackorchidT: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-28 02:12:44+00:00
to be a negro,"RT @BlackorchidT: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-28 02:21:56+00:00
to be a negro,"RT @BlackorchidT: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-28 02:31:47+00:00
to be a negro,"RT @BlackorchidT: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-28 02:32:54+00:00
to be a negro,"RT @BlackorchidT: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-28 02:19:53+00:00
to be a negro,"RT @BlackorchidT: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Fe…",retweet,2014-11-28 02:23:11+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 02:32:05+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:15:22+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 02:30:02+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 03:57:31+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 03:59:49+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:00:03+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:00:07+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:03:23+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:06:19+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:13:09+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:24:37+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 19:27:00+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:08:30+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:12:04+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 02:33:09+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 02:34:42+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 02:32:46+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 02:55:37+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:00:08+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:01:23+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:03:33+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:06:37+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:11:29+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:28:21+00:00
to be a negro,"RT @rkbtwo: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin #Ferguson…",retweet,2014-11-25 04:02:14+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:03:17+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 18:33:17+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:00:36+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:01:08+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:02:53+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:06:40+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:34:01+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:53:13+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:53:23+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 18:02:29+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-28 00:28:42+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-28 02:35:49+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-28 03:13:28+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-28 18:10:18+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:13:02+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-28 04:50:42+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:01:18+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:03:32+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:05:25+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:07:51+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:14:13+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:18:30+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:19:15+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:20:57+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:40:54+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:42:19+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 18:08:34+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 19:46:57+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 21:52:39+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 22:06:08+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:01:23+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:01:44+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:06:32+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:10:00+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:18:31+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:25:02+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:36:22+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:37:15+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:40:26+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:44:49+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 18:26:07+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 18:42:33+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 19:34:26+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 19:49:43+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-28 19:46:24+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-12-05 15:06:20+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 21:12:04+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:02:01+00:00
to be a negro,"RT @BlkHistStudies: ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" - James Baldwin …",retweet,2014-11-27 17:09:50+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:01:32+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:14:25+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:03:21+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:18:23+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:19:05+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:20:29+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:32:00+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:32:31+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:39:59+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:43:32+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 21:56:00+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 23:08:46+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 23:09:02+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 23:26:16+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 23:28:31+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:35:18+00:00
